  PID  PPID  %CPU    RSS COMM
 2861     1   0.0   4080 /System/Library/CoreServices/SubmitDiagInfo
 2867     1   0.0   1632 /System/Applications/System Settings.app/Contents/PlugIns/csimporter.appex/Contents/MacOS/csimporter
 3065     1   0.0   1600 /System/Library/CoreServices/CrashReporterSupportHelper
 3066     1   0.0   1632 /System/Library/ExtensionKit/Extensions/WallpaperMacintoshExtension.appex/Contents/MacOS/WallpaperMacintoshExtension
 3067     1   0.0   1632 /System/Library/ExtensionKit/Extensions/WallpaperGradientExtension.appex/Contents/MacOS/WallpaperGradientExtension
 3068     1   0.0   1632 /System/Library/ExtensionKit/Extensions/WallpaperSonomaExtension.appex/Contents/MacOS/WallpaperSonomaExtension
 3069     1   0.0   2960 /System/Library/ExtensionKit/Extensions/WallpaperLegacyExtension.appex/Contents/MacOS/WallpaperLegacyExtension
 3070     1   0.0   1712 /System/Library/ExtensionKit/Extensions/WallpaperDynamicExtension.appex/Contents/MacOS/WallpaperDynamicExtension
 3071     1   0.0   1632 /System/Library/ExtensionKit/Extensions/WallpaperSequoiaExtension.appex/Contents/MacOS/WallpaperSequoiaExtension
 3072     1   0.0   1632 /System/Library/ExtensionKit/Extensions/NeptuneOneWallpaper.appex/Contents/MacOS/NeptuneOneWallpaper
 3137     1   0.0  16096 /System/Library/PrivateFrameworks/HomeKitDaemon.framework/Support/homed
 3375     1   0.0   1536 /usr/sbin/distnoted
 3737 61256   0.0 110288 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.83/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 4270  2345   0.0  20080 /opt/homebrew/lib/node_modules/@openai/codex/node_modules/@openai/codex-darwin-arm64/vendor/aarch64-apple-darwin/bin/codex-code-mode-host
 4369 61256   2.9 157072 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.83/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 6338     1   0.0   4800 /System/Library/PrivateFrameworks/IMDPersistence.framework/IMAutomaticHistoryDeletionAgent.app/Contents/MacOS/IMAutomaticHistoryDeletionAgent
 7731     1   0.0  18096 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistantd
 7944     1   0.0   2720 /System/Applications/Mail.app/Contents/PlugIns/com.apple.mail.SpotlightIndexExtension.appex/Contents/MacOS/com.apple.mail.SpotlightIndexExtension
 8624     1   0.0   9168 /System/Library/PrivateFrameworks/BiomeStreams.framework/Support/biomed
 8626     1   0.6  18240 /System/Library/PrivateFrameworks/CoreDuetContext.framework/Resources/ContextStoreAgent
 8628     1   0.0  15040 /usr/libexec/linkd
 9012     1   4.0  12768 /usr/libexec/spotlightknowledged.updater
 9114     1   0.0   6752 /System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd
 9121     1   0.0   4800 /System/Library/CoreServices/osanalyticshelper
 9135     1   0.0  18000 /usr/libexec/coreduetd
 9169     1   0.0  11024 /opt/homebrew/Cellar/node/26.8.2/bin/node
 9193     1   0.0   1120 tmux
 9203     1   0.0  17504 /System/Library/PrivateFrameworks/HearingCore.framework/heard
 9212     1   0.0  12528 /System/Library/PrivateFrameworks/PhotoAnalysis.framework/Versions/A/Support/photoanalysisd
 9570     1   0.0   4176 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
10147     1   0.0   3136 /System/Library/ExtensionKit/Extensions/GenerativeExperiencesSafetyInferenceProvider.appex/Contents/MacOS/GenerativeExperiencesSafetyInferenceProvider
10267 10116   0.0    416 /Applications/Xcode.app/Contents/Developer/usr/bin/make
10270 10089   0.0    416 /Applications/Xcode.app/Contents/Developer/usr/bin/make
10278 10118   0.0    416 /Applications/Xcode.app/Contents/Developer/usr/bin/make
10279 10127   0.0    416 /Applications/Xcode.app/Contents/Developer/usr/bin/make
10411 10267   0.0  13792 puma 6.4.2 (tcp://0.0.0.0:4032) [web]
10742 10279   0.0   4368 node
10750 10742   0.0   4784 /Users/adriangonzalez/Library/pnpm/store/v11/links/@/pnpm/12.3.4/46b7ec2b9d0148987db515cfcb85519f7094bd53962c2cd64d8b1746ae63ff0f/node_modules/@pnpm/exe.darwin-arm64/pnpm
10758 10750   0.0   4288 /Users/adriangonzalez/Library/pnpm/package-manager-store/v11/links/@pnpm/exe/11.5.2/4acebb12a2cba19918aba6d1d9bb9f7fa7f41328b11b94cb74fea62c181574cc/bin/../node_modules/@pnpm/exe/pnpm
10797 10270   0.0   6688 task
10804 10278   0.0   6656 task
10805 10797   0.0   4368 node
10806 10804   0.0   4368 node
10819 10806   0.0   4784 /Users/adriangonzalez/Library/pnpm/store/v11/links/@/pnpm/12.3.4/46b7ec2b9d0148987db515cfcb85519f7094bd53962c2cd64d8b1746ae63ff0f/node_modules/@pnpm/exe.darwin-arm64/pnpm
10820 10805   0.0   4336 /Users/adriangonzalez/Library/pnpm/store/v11/links/@/pnpm/12.3.4/46b7ec2b9d0148987db515cfcb85519f7094bd53962c2cd64d8b1746ae63ff0f/node_modules/@pnpm/exe.darwin-arm64/pnpm
10833 10819   0.0   4288 /Users/adriangonzalez/Library/pnpm/package-manager-store/v11/links/@pnpm/exe/11.1.2/8f6c67e5ffe205029d97c1690b47329ea6adc3a767591243c5acf4ed86852b7d/bin/../node_modules/@pnpm/exe/pnpm
10840 10820   0.0   4288 /Users/adriangonzalez/Library/pnpm/package-manager-store/v11/links/@pnpm/exe/11.1.2/8f6c67e5ffe205029d97c1690b47329ea6adc3a767591243c5acf4ed86852b7d/bin/../node_modules/@pnpm/exe/pnpm
10870 10758   0.0   6176 node
10877 10870   0.0  16032 next-server (v16.1.6)
10928 10840   0.0    576 sh
10929 10833   0.0   6192 node
10936 10928   0.0   6192 node
10943 10929   0.0  12160 next-server (v16.0.10)
10944 10936   0.0  23872 next-server (v16.2.9)
10950 10944   0.0   4368 node
10951 10944   0.0   4368 node
10952 10411   0.0   4736 /Users/adriangonzalez/.rbenv/versions/3.2.2/lib/ruby/gems/3.2.0/gems/rb-fsevent-0.11.2/bin/fsevent_watch
10953 10411   0.0   4736 /Users/adriangonzalez/.rbenv/versions/3.2.2/lib/ruby/gems/3.2.0/gems/rb-fsevent-0.11.2/bin/fsevent_watch
10956 10411   0.0   4880 /Users/adriangonzalez/.rbenv/versions/3.2.2/lib/ruby/gems/3.2.0/gems/rb-fsevent-0.11.2/bin/fsevent_watch
11053 10411   0.0   5344 /Users/adriangonzalez/.rbenv/versions/3.2.2/lib/ruby/gems/3.2.0/gems/rb-fsevent-0.11.2/bin/fsevent_watch
11306     1   0.0   1504 /usr/sbin/distnoted
11650     1   0.3  41888 /Applications/Raycast.app/Contents/MacOS/Raycast
11731     1   0.0   3024 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
11732     1   0.0   3040 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
11733     1   0.0    160 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
11742 11650   0.0   8128 /usr/local/bin/ollama
11773     1   0.0   2160 /System/Library/PrivateFrameworks/DiskImages.framework/Resources/hdiejectd
12091 12083   0.0  20432 puma 8.0.2 (tcp://127.0.0.1:4359) [gwback]
12541 61256   0.0  28704 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.83/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
